images,category
1\fake_3_174376.jpg,1
1\fake_1_37118.jpg,1
1\fake_5_235008.jpg,1
0\genuine_1_5182.jpg,0
2\print_1_3146.jpg,2
0\genuine_5_85141.jpg,0
0\genuine_4_73910.jpg,0
0\genuine_2_35497.jpg,0
1\fake_3_121318.jpg,1
2\print_2_7326.jpg,2
1\fake_1_13109.jpg,1
1\fake_1_14636.jpg,1
1\fake_2_80590.jpg,1
1\fake_1_23864.jpg,1
0\genuine_1_681.jpg,0
1\fake_3_170218.jpg,1
0\genuine_1_15917.jpg,0
0\genuine_3_51113.jpg,0
1\fake_1_14738.jpg,1
1\fake_2_93525.jpg,1
1\fake_2_99798.jpg,1
1\fake_4_179509.jpg,1
1\fake_8_245684.jpg,1
1\fake_1_29747.jpg,1
0\genuine_1_8763.jpg,0
2\print_1_624.jpg,2
1\fake_1_52295.jpg,1
2\print_2_4791.jpg,2
0\genuine_3_42219.jpg,0
0\genuine_1_1498.jpg,0
1\fake_8_246066.jpg,1
1\fake_3_171292.jpg,1
0\genuine_4_59311.jpg,0
1\fake_7_241679.jpg,1
1\fake_2_84034.jpg,1
2\print_2_6320.jpg,2
2\print_2_6309.jpg,2
0\genuine_4_70261.jpg,0
2\print_1_2570.jpg,2
0\genuine_4_62548.jpg,0
1\fake_4_219441.jpg,1
0\genuine_2_27965.jpg,0
2\print_2_4964.jpg,2
2\print_2_5535.jpg,2
0\genuine_4_64231.jpg,0
0\genuine_4_60596.jpg,0
0\genuine_5_79280.jpg,0
1\fake_4_205111.jpg,1
2\print_2_4970.jpg,2
0\genuine_3_52948.jpg,0
0\genuine_2_22084.jpg,0
1\fake_8_244265.jpg,1
1\fake_2_89839.jpg,1
1\fake_1_21006.jpg,1
2\print_2_6421.jpg,2
0\genuine_1_16698.jpg,0
1\fake_3_158880.jpg,1
1\fake_1_18296.jpg,1
2\print_2_4282.jpg,2
0\genuine_2_32730.jpg,0
0\genuine_3_52485.jpg,0
2\print_1_1861.jpg,2
1\fake_3_136194.jpg,1
1\fake_4_214324.jpg,1
0\genuine_5_84676.jpg,0
2\print_2_7579.jpg,2
1\fake_8_249605.jpg,1
0\genuine_3_43398.jpg,0
1\fake_4_190937.jpg,1
2\print_2_6490.jpg,2
2\print_1_3714.jpg,2
2\print_1_3565.jpg,2
1\fake_3_116733.jpg,1
0\genuine_5_83136.jpg,0
0\genuine_4_72939.jpg,0
2\print_1_3794.jpg,2
1\fake_2_87941.jpg,1
2\print_2_4026.jpg,2
0\genuine_2_24120.jpg,0
0\genuine_3_44255.jpg,0
0\genuine_1_19330.jpg,0
1\fake_4_192641.jpg,1
1\fake_3_146299.jpg,1
2\print_2_5750.jpg,2
2\print_1_1501.jpg,2
0\genuine_5_82574.jpg,0
1\fake_2_64983.jpg,1
2\print_2_6667.jpg,2
2\print_2_6473.jpg,2
2\print_1_129.jpg,2
1\fake_4_184008.jpg,1
0\genuine_4_65176.jpg,0
0\genuine_1_5131.jpg,0
2\print_1_3276.jpg,2
0\genuine_3_42797.jpg,0
2\print_2_4491.jpg,2
1\fake_4_175495.jpg,1
2\print_2_7605.jpg,2
1\fake_1_39563.jpg,1
2\print_2_6733.jpg,2
2\print_1_309.jpg,2
1\fake_3_146727.jpg,1
1\fake_4_179668.jpg,1
0\genuine_2_27567.jpg,0
2\print_2_5852.jpg,2
2\print_2_5156.jpg,2
0\genuine_4_77656.jpg,0
1\fake_2_74824.jpg,1
1\fake_3_123618.jpg,1
2\print_2_6142.jpg,2
2\print_1_1207.jpg,2
1\fake_4_178206.jpg,1
1\fake_4_185050.jpg,1
1\fake_1_40134.jpg,1
2\print_2_7585.jpg,2
2\print_1_566.jpg,2
0\genuine_2_35689.jpg,0
2\print_1_911.jpg,2
0\genuine_4_66225.jpg,0
1\fake_2_108360.jpg,1
0\genuine_2_30419.jpg,0
0\genuine_5_85485.jpg,0
2\print_1_2019.jpg,2
0\genuine_5_80932.jpg,0
0\genuine_4_70576.jpg,0
0\genuine_4_77747.jpg,0
1\fake_1_57375.jpg,1
0\genuine_3_41806.jpg,0
2\print_2_4277.jpg,2
1\fake_1_28397.jpg,1
2\print_1_2260.jpg,2
1\fake_2_70344.jpg,1
0\genuine_3_57554.jpg,0
0\genuine_4_67315.jpg,0
2\print_1_3690.jpg,2
2\print_1_2406.jpg,2
2\print_1_258.jpg,2
2\print_1_3793.jpg,2
0\genuine_1_5361.jpg,0
1\fake_3_172649.jpg,1
2\print_2_6725.jpg,2
1\fake_3_145350.jpg,1
1\fake_3_121035.jpg,1
1\fake_2_115717.jpg,1
0\genuine_4_64549.jpg,0
2\print_2_6334.jpg,2
2\print_2_6454.jpg,2
2\print_2_5773.jpg,2
1\fake_1_43751.jpg,1
0\genuine_4_78929.jpg,0
1\fake_2_102501.jpg,1
1\fake_4_230206.jpg,1
0\genuine_3_53509.jpg,0
0\genuine_4_70328.jpg,0
2\print_1_2824.jpg,2
0\genuine_1_7799.jpg,0
1\fake_3_133321.jpg,1
0\genuine_2_23820.jpg,0
2\print_1_2868.jpg,2
0\genuine_4_60719.jpg,0
0\genuine_5_83459.jpg,0
1\fake_4_219246.jpg,1
0\genuine_3_47825.jpg,0
0\genuine_4_76773.jpg,0
0\genuine_2_36840.jpg,0
2\print_1_1134.jpg,2
1\fake_4_194646.jpg,1
2\print_2_4104.jpg,2
2\print_1_3983.jpg,2
2\print_1_3084.jpg,2
1\fake_3_132955.jpg,1
0\genuine_1_11140.jpg,0
2\print_1_1184.jpg,2
1\fake_1_45570.jpg,1
2\print_1_1429.jpg,2
2\print_2_7467.jpg,2
1\fake_4_228058.jpg,1
0\genuine_2_30795.jpg,0
0\genuine_3_51186.jpg,0
2\print_1_2592.jpg,2
0\genuine_4_68883.jpg,0
1\fake_4_175644.jpg,1
2\print_1_1843.jpg,2
2\print_1_571.jpg,2
0\genuine_3_52718.jpg,0
0\genuine_3_41637.jpg,0
2\print_2_4786.jpg,2
2\print_1_2121.jpg,2
1\fake_4_191158.jpg,1
1\fake_1_11993.jpg,1
2\print_2_7900.jpg,2
0\genuine_3_44029.jpg,0
0\genuine_2_27114.jpg,0
0\genuine_1_337.jpg,0
0\genuine_1_6228.jpg,0
1\fake_1_15580.jpg,1
2\print_2_6849.jpg,2
1\fake_2_108178.jpg,1
2\print_1_622.jpg,2
0\genuine_4_75148.jpg,0
0\genuine_4_64436.jpg,0
2\print_2_5517.jpg,2
2\print_2_4944.jpg,2
0\genuine_2_23748.jpg,0
0\genuine_2_29403.jpg,0
2\print_2_6835.jpg,2
1\fake_2_72257.jpg,1
2\print_2_6907.jpg,2
0\genuine_3_52071.jpg,0
1\fake_4_228622.jpg,1
1\fake_3_136877.jpg,1
1\fake_1_46091.jpg,1
0\genuine_1_5971.jpg,0
2\print_2_5600.jpg,2
2\print_1_3768.jpg,2
2\print_1_1849.jpg,2
0\genuine_3_52250.jpg,0
2\print_1_2828.jpg,2
1\fake_1_2591.jpg,1
1\fake_2_105372.jpg,1
1\fake_4_174499.jpg,1
0\genuine_2_32979.jpg,0
2\print_2_4404.jpg,2
0\genuine_3_57243.jpg,0
2\print_2_7693.jpg,2
0\genuine_1_6526.jpg,0
1\fake_1_40476.jpg,1
2\print_2_6724.jpg,2
1\fake_8_247482.jpg,1
1\fake_4_217513.jpg,1
0\genuine_4_77425.jpg,0
0\genuine_2_36506.jpg,0
0\genuine_1_9256.jpg,0
0\genuine_2_35533.jpg,0
2\print_2_6938.jpg,2
1\fake_1_21663.jpg,1
2\print_2_6556.jpg,2
1\fake_1_6179.jpg,1
0\genuine_4_60188.jpg,0
1\fake_2_85519.jpg,1
0\genuine_4_68829.jpg,0
1\fake_1_9620.jpg,1
0\genuine_4_75656.jpg,0
2\print_2_7313.jpg,2
1\fake_4_181194.jpg,1
1\fake_1_52299.jpg,1
0\genuine_5_87511.jpg,0
2\print_2_6644.jpg,2
1\fake_4_210261.jpg,1
0\genuine_2_38375.jpg,0
1\fake_2_91899.jpg,1
1\fake_8_246389.jpg,1
0\genuine_2_32941.jpg,0
0\genuine_3_50626.jpg,0
1\fake_2_84504.jpg,1
1\fake_8_246215.jpg,1
1\fake_3_129904.jpg,1
2\print_2_6559.jpg,2
2\print_1_1426.jpg,2
0\genuine_3_50604.jpg,0
2\print_2_7812.jpg,2
1\fake_1_38414.jpg,1
2\print_2_6053.jpg,2
0\genuine_2_29743.jpg,0
0\genuine_1_4053.jpg,0
0\genuine_4_69720.jpg,0
1\fake_7_239530.jpg,1
1\fake_1_10276.jpg,1
1\fake_1_10511.jpg,1
1\fake_2_73905.jpg,1
1\fake_2_77992.jpg,1
0\genuine_3_44753.jpg,0
0\genuine_4_59480.jpg,0
1\fake_1_56480.jpg,1
2\print_1_3356.jpg,2
1\fake_3_136989.jpg,1
0\genuine_1_3227.jpg,0
2\print_2_5647.jpg,2
1\fake_4_209970.jpg,1
0\genuine_5_82557.jpg,0
1\fake_4_200163.jpg,1
1\fake_3_130075.jpg,1
2\print_2_6571.jpg,2
0\genuine_4_74310.jpg,0
0\genuine_4_73861.jpg,0
1\fake_4_225952.jpg,1
1\fake_3_121221.jpg,1
2\print_2_4357.jpg,2
2\print_1_1973.jpg,2
0\genuine_1_10494.jpg,0
0\genuine_5_80166.jpg,0
2\print_2_4530.jpg,2
0\genuine_4_71745.jpg,0
2\print_1_3172.jpg,2
1\fake_1_15320.jpg,1
2\print_1_1878.jpg,2
2\print_2_5730.jpg,2
0\genuine_1_6347.jpg,0
0\genuine_3_46831.jpg,0
2\print_1_3485.jpg,2
2\print_1_3531.jpg,2
1\fake_1_36706.jpg,1
0\genuine_2_29499.jpg,0
2\print_2_4746.jpg,2
1\fake_3_172424.jpg,1
1\fake_4_223813.jpg,1
0\genuine_3_56299.jpg,0
1\fake_4_181039.jpg,1
1\fake_1_46479.jpg,1
0\genuine_5_86591.jpg,0
1\fake_7_239218.jpg,1
0\genuine_1_12493.jpg,0
1\fake_3_142855.jpg,1
2\print_2_5084.jpg,2
1\fake_1_14404.jpg,1
1\fake_2_70994.jpg,1
0\genuine_4_67701.jpg,0
0\genuine_3_58135.jpg,0
2\print_2_6332.jpg,2
0\genuine_3_46808.jpg,0
1\fake_4_180467.jpg,1
2\print_1_457.jpg,2
0\genuine_5_84149.jpg,0
0\genuine_3_41454.jpg,0
2\print_2_4108.jpg,2
2\print_2_4322.jpg,2
2\print_1_2999.jpg,2
1\fake_2_114739.jpg,1
2\print_1_1923.jpg,2
0\genuine_3_57303.jpg,0
1\fake_2_83940.jpg,1
0\genuine_3_44942.jpg,0
2\print_1_1037.jpg,2
0\genuine_4_61174.jpg,0
0\genuine_3_46851.jpg,0
0\genuine_2_33287.jpg,0
0\genuine_1_8845.jpg,0
1\fake_4_224693.jpg,1
1\fake_4_176586.jpg,1
1\fake_1_56102.jpg,1
1\fake_1_13338.jpg,1
0\genuine_4_71119.jpg,0
0\genuine_3_48266.jpg,0
0\genuine_3_56528.jpg,0
2\print_1_1397.jpg,2
2\print_2_5724.jpg,2
2\print_1_2312.jpg,2
0\genuine_2_37448.jpg,0
1\fake_8_245708.jpg,1
2\print_1_2396.jpg,2
2\print_1_3646.jpg,2
1\fake_4_201672.jpg,1
1\fake_2_105426.jpg,1
0\genuine_2_27688.jpg,0
1\fake_1_35685.jpg,1
0\genuine_5_85338.jpg,0
0\genuine_1_16366.jpg,0
0\genuine_3_43176.jpg,0
0\genuine_4_60858.jpg,0
1\fake_4_196247.jpg,1
2\print_2_7185.jpg,2
2\print_2_7118.jpg,2
1\fake_3_134582.jpg,1
2\print_1_2725.jpg,2
2\print_2_7474.jpg,2
0\genuine_5_84543.jpg,0
1\fake_2_100258.jpg,1
2\print_1_2548.jpg,2
2\print_2_6570.jpg,2
0\genuine_1_8435.jpg,0
2\print_2_4765.jpg,2
1\fake_1_34394.jpg,1
0\genuine_1_9804.jpg,0
0\genuine_1_18276.jpg,0
0\genuine_3_51201.jpg,0
2\print_2_5097.jpg,2
0\genuine_3_45434.jpg,0
0\genuine_4_62797.jpg,0
2\print_2_5499.jpg,2
0\genuine_2_33957.jpg,0
1\fake_2_61276.jpg,1
2\print_2_6211.jpg,2
0\genuine_4_77887.jpg,0
1\fake_1_44156.jpg,1
1\fake_4_187001.jpg,1
0\genuine_2_24282.jpg,0
1\fake_4_224907.jpg,1
2\print_2_6104.jpg,2
2\print_2_4439.jpg,2
1\fake_4_198335.jpg,1
1\fake_1_37770.jpg,1
2\print_2_4186.jpg,2
1\fake_1_28585.jpg,1
0\genuine_1_2149.jpg,0
1\fake_3_117556.jpg,1
1\fake_1_50663.jpg,1
1\fake_4_213702.jpg,1
0\genuine_4_68626.jpg,0
1\fake_6_237271.jpg,1
2\print_2_6775.jpg,2
0\genuine_4_72126.jpg,0
0\genuine_4_69879.jpg,0
1\fake_4_229170.jpg,1
1\fake_4_178452.jpg,1
2\print_2_5365.jpg,2
1\fake_8_247045.jpg,1
1\fake_2_85687.jpg,1
0\genuine_4_65365.jpg,0
1\fake_1_38526.jpg,1
1\fake_3_120335.jpg,1
2\print_1_679.jpg,2
2\print_1_599.jpg,2
1\fake_3_158707.jpg,1
2\print_1_2950.jpg,2
0\genuine_1_11803.jpg,0
1\fake_2_98425.jpg,1
1\fake_2_64938.jpg,1
1\fake_8_248690.jpg,1
1\fake_4_215566.jpg,1
1\fake_3_155038.jpg,1
2\print_1_215.jpg,2
1\fake_1_45892.jpg,1
2\print_1_822.jpg,2
2\print_1_272.jpg,2
1\fake_3_137829.jpg,1
0\genuine_2_25574.jpg,0
2\print_2_4860.jpg,2
1\fake_1_36974.jpg,1
0\genuine_4_78967.jpg,0
1\fake_3_142146.jpg,1
2\print_2_4757.jpg,2
0\genuine_3_53008.jpg,0
0\genuine_3_51502.jpg,0
2\print_1_3024.jpg,2
2\print_2_6246.jpg,2
2\print_1_3051.jpg,2
1\fake_3_139058.jpg,1
0\genuine_3_41234.jpg,0
0\genuine_5_87478.jpg,0
1\fake_1_21702.jpg,1
1\fake_1_18414.jpg,1
2\print_1_3129.jpg,2
2\print_1_2209.jpg,2
1\fake_5_234419.jpg,1
0\genuine_3_42169.jpg,0
0\genuine_4_75852.jpg,0
1\fake_4_208529.jpg,1
2\print_1_1466.jpg,2
1\fake_3_155369.jpg,1
0\genuine_1_3460.jpg,0
0\genuine_5_84545.jpg,0
1\fake_2_111266.jpg,1
1\fake_3_165201.jpg,1
2\print_2_6169.jpg,2
0\genuine_3_43032.jpg,0
2\print_1_3661.jpg,2
0\genuine_2_26389.jpg,0
0\genuine_4_62036.jpg,0
1\fake_3_136512.jpg,1
0\genuine_1_1678.jpg,0
1\fake_2_103008.jpg,1
0\genuine_4_72873.jpg,0
2\print_1_3576.jpg,2
0\genuine_2_31725.jpg,0
1\fake_1_39358.jpg,1
0\genuine_2_28407.jpg,0
2\print_2_6717.jpg,2
1\fake_4_188071.jpg,1
1\fake_1_37014.jpg,1
0\genuine_2_25067.jpg,0
2\print_1_926.jpg,2
0\genuine_5_82927.jpg,0
0\genuine_2_31730.jpg,0
0\genuine_4_64066.jpg,0
2\print_1_3764.jpg,2
1\fake_4_191788.jpg,1
1\fake_1_7188.jpg,1
1\fake_2_82150.jpg,1
1\fake_4_205232.jpg,1
1\fake_4_205093.jpg,1
0\genuine_3_56721.jpg,0
0\genuine_1_11202.jpg,0
0\genuine_3_42964.jpg,0
2\print_1_1163.jpg,2
1\fake_2_94985.jpg,1
0\genuine_1_19726.jpg,0
1\fake_2_62991.jpg,1
1\fake_4_187172.jpg,1
2\print_1_167.jpg,2
0\genuine_4_78372.jpg,0
1\fake_2_64725.jpg,1
1\fake_3_174036.jpg,1
0\genuine_1_18629.jpg,0
2\print_2_5028.jpg,2
0\genuine_5_79006.jpg,0
0\genuine_4_78763.jpg,0
2\print_2_7920.jpg,2
2\print_2_5074.jpg,2
0\genuine_4_59326.jpg,0
1\fake_4_219487.jpg,1
0\genuine_2_37341.jpg,0
2\print_1_570.jpg,2
0\genuine_3_47264.jpg,0
1\fake_2_83208.jpg,1
2\print_2_4412.jpg,2
0\genuine_3_41952.jpg,0
2\print_2_6484.jpg,2
0\genuine_1_10916.jpg,0
1\fake_2_111637.jpg,1
0\genuine_1_8569.jpg,0
1\fake_3_123009.jpg,1
2\print_2_7310.jpg,2
0\genuine_2_24967.jpg,0
2\print_1_1968.jpg,2
1\fake_1_7430.jpg,1
0\genuine_2_28995.jpg,0
2\print_2_4035.jpg,2
1\fake_3_147184.jpg,1
1\fake_2_109475.jpg,1
1\fake_2_70729.jpg,1
1\fake_1_49764.jpg,1
1\fake_1_27197.jpg,1
2\print_1_2248.jpg,2
0\genuine_4_75149.jpg,0
1\fake_4_181174.jpg,1
1\fake_3_122303.jpg,1
2\print_1_3523.jpg,2
2\print_2_5200.jpg,2
1\fake_2_71420.jpg,1
1\fake_1_53578.jpg,1
2\print_1_1909.jpg,2
2\print_2_6031.jpg,2
0\genuine_2_28950.jpg,0
1\fake_7_238856.jpg,1
0\genuine_5_85447.jpg,0
2\print_2_4716.jpg,2
0\genuine_4_65695.jpg,0
1\fake_1_8674.jpg,1
0\genuine_2_39274.jpg,0
1\fake_1_29082.jpg,1
1\fake_4_223527.jpg,1
0\genuine_5_79804.jpg,0
2\print_1_2846.jpg,2
1\fake_3_169694.jpg,1
0\genuine_4_68875.jpg,0
1\fake_3_129740.jpg,1
1\fake_4_230290.jpg,1
0\genuine_2_37990.jpg,0
2\print_2_6425.jpg,2
0\genuine_4_62918.jpg,0
2\print_2_6670.jpg,2
0\genuine_1_11998.jpg,0
0\genuine_4_68822.jpg,0
0\genuine_4_62193.jpg,0
2\print_1_1857.jpg,2
1\fake_3_122656.jpg,1
2\print_1_3017.jpg,2
0\genuine_3_56347.jpg,0
0\genuine_3_48943.jpg,0
1\fake_3_169520.jpg,1
1\fake_4_194587.jpg,1
1\fake_1_22477.jpg,1
1\fake_8_248073.jpg,1
2\print_1_3840.jpg,2
0\genuine_3_50958.jpg,0
2\print_2_4614.jpg,2
2\print_2_6264.jpg,2
1\fake_1_25112.jpg,1
1\fake_5_233106.jpg,1
2\print_1_1430.jpg,2
1\fake_1_41320.jpg,1
1\fake_3_117480.jpg,1
0\genuine_2_35324.jpg,0
2\print_2_6903.jpg,2
2\print_1_1048.jpg,2
0\genuine_4_72585.jpg,0
1\fake_4_186644.jpg,1
2\print_2_5099.jpg,2
1\fake_3_141019.jpg,1
0\genuine_2_23431.jpg,0
1\fake_4_176429.jpg,1
1\fake_3_146093.jpg,1
2\print_1_620.jpg,2
0\genuine_1_15603.jpg,0
2\print_1_368.jpg,2
1\fake_4_203886.jpg,1
2\print_2_7775.jpg,2
1\fake_2_115630.jpg,1
2\print_2_5032.jpg,2
1\fake_4_217224.jpg,1
1\fake_5_234980.jpg,1
1\fake_4_231081.jpg,1
1\fake_4_203150.jpg,1
0\genuine_4_71421.jpg,0
0\genuine_4_69089.jpg,0
0\genuine_2_23963.jpg,0
0\genuine_2_21363.jpg,0
1\fake_2_63066.jpg,1
1\fake_2_99222.jpg,1
2\print_2_4232.jpg,2
0\genuine_3_50721.jpg,0
2\print_1_2188.jpg,2
2\print_1_632.jpg,2
2\print_1_1508.jpg,2
0\genuine_1_3475.jpg,0
0\genuine_3_45397.jpg,0
2\print_1_3685.jpg,2
0\genuine_3_46419.jpg,0
2\print_2_4647.jpg,2
1\fake_1_44089.jpg,1
1\fake_2_92608.jpg,1
1\fake_1_32439.jpg,1
0\genuine_4_72529.jpg,0
1\fake_3_141570.jpg,1
2\print_1_16.jpg,2
1\fake_3_163849.jpg,1
0\genuine_3_55838.jpg,0
1\fake_3_144943.jpg,1
2\print_1_1605.jpg,2
1\fake_4_178740.jpg,1
2\print_1_1612.jpg,2
1\fake_3_143366.jpg,1
2\print_2_6731.jpg,2
1\fake_4_216264.jpg,1
1\fake_8_249802.jpg,1
2\print_2_4276.jpg,2
0\genuine_1_5034.jpg,0
1\fake_2_110593.jpg,1
1\fake_3_133718.jpg,1
0\genuine_4_76053.jpg,0
0\genuine_3_54101.jpg,0
1\fake_2_88737.jpg,1
2\print_1_1595.jpg,2
1\fake_1_3192.jpg,1
0\genuine_2_23634.jpg,0
0\genuine_2_37482.jpg,0
0\genuine_3_57964.jpg,0
1\fake_4_216082.jpg,1
2\print_1_3520.jpg,2
0\genuine_2_31628.jpg,0
2\print_1_1670.jpg,2
0\genuine_2_36552.jpg,0
0\genuine_5_81255.jpg,0
0\genuine_2_30796.jpg,0
1\fake_6_237710.jpg,1
0\genuine_1_4004.jpg,0
2\print_2_4717.jpg,2
2\print_1_151.jpg,2
0\genuine_1_7017.jpg,0
0\genuine_1_16241.jpg,0
2\print_2_7116.jpg,2
1\fake_1_1431.jpg,1
0\genuine_3_56464.jpg,0
1\fake_1_18936.jpg,1
1\fake_4_177293.jpg,1
2\print_2_7577.jpg,2
0\genuine_5_82228.jpg,0
1\fake_4_184994.jpg,1
1\fake_8_247103.jpg,1
1\fake_1_35792.jpg,1
1\fake_3_166619.jpg,1
2\print_1_1150.jpg,2
2\print_1_3384.jpg,2
1\fake_4_181624.jpg,1
0\genuine_5_84828.jpg,0
1\fake_4_194127.jpg,1
2\print_2_7411.jpg,2
1\fake_4_223921.jpg,1
1\fake_6_238559.jpg,1
2\print_1_2374.jpg,2
1\fake_3_171832.jpg,1
2\print_2_4895.jpg,2
1\fake_1_58124.jpg,1
0\genuine_3_56796.jpg,0
0\genuine_1_5393.jpg,0
0\genuine_5_82823.jpg,0
2\print_2_7971.jpg,2
1\fake_4_187932.jpg,1
2\print_2_5435.jpg,2
0\genuine_2_26851.jpg,0
1\fake_4_216518.jpg,1
2\print_2_5538.jpg,2
1\fake_4_208278.jpg,1
1\fake_4_202900.jpg,1
1\fake_3_149976.jpg,1
0\genuine_5_82311.jpg,0
0\genuine_3_46604.jpg,0
2\print_2_4320.jpg,2
2\print_1_2954.jpg,2
0\genuine_3_41090.jpg,0
2\print_1_2752.jpg,2
0\genuine_5_83676.jpg,0
1\fake_1_51058.jpg,1
1\fake_4_186434.jpg,1
0\genuine_1_17571.jpg,0
2\print_1_328.jpg,2
1\fake_2_112180.jpg,1
2\print_2_7496.jpg,2
0\genuine_2_34226.jpg,0
2\print_2_7436.jpg,2
2\print_1_214.jpg,2
1\fake_1_12359.jpg,1
0\genuine_2_28161.jpg,0
1\fake_4_179402.jpg,1
1\fake_1_10593.jpg,1
1\fake_3_128367.jpg,1
0\genuine_1_2577.jpg,0
0\genuine_1_18399.jpg,0
0\genuine_3_43900.jpg,0
0\genuine_2_26481.jpg,0
0\genuine_4_64139.jpg,0
0\genuine_1_11378.jpg,0
0\genuine_3_56943.jpg,0
0\genuine_1_4448.jpg,0
1\fake_2_80911.jpg,1
2\print_2_7678.jpg,2
2\print_1_598.jpg,2
1\fake_1_23474.jpg,1
1\fake_1_368.jpg,1
1\fake_1_20713.jpg,1
2\print_2_4642.jpg,2
0\genuine_1_734.jpg,0
1\fake_3_132314.jpg,1
0\genuine_2_29760.jpg,0
1\fake_4_196964.jpg,1
2\print_2_4587.jpg,2
1\fake_2_89700.jpg,1
0\genuine_4_60415.jpg,0
1\fake_1_40972.jpg,1
2\print_2_4488.jpg,2
2\print_2_4193.jpg,2
0\genuine_2_23631.jpg,0
1\fake_4_209880.jpg,1
1\fake_4_216405.jpg,1
1\fake_3_120058.jpg,1
1\fake_2_65451.jpg,1
1\fake_3_130321.jpg,1
1\fake_2_100960.jpg,1
1\fake_2_101145.jpg,1
1\fake_1_62.jpg,1
2\print_2_5741.jpg,2
1\fake_2_77749.jpg,1
2\print_2_4565.jpg,2
2\print_1_697.jpg,2
2\print_1_1091.jpg,2
1\fake_3_142418.jpg,1
2\print_1_1698.jpg,2
2\print_1_3229.jpg,2
0\genuine_4_72801.jpg,0
2\print_2_6954.jpg,2
2\print_2_5316.jpg,2
2\print_2_6119.jpg,2
0\genuine_2_21753.jpg,0
1\fake_3_167952.jpg,1
1\fake_3_163594.jpg,1
0\genuine_3_46265.jpg,0
0\genuine_3_41685.jpg,0
1\fake_3_156689.jpg,1
2\print_1_2436.jpg,2
0\genuine_1_14097.jpg,0
2\print_2_7177.jpg,2
1\fake_3_116407.jpg,1
1\fake_1_56149.jpg,1
1\fake_3_166752.jpg,1
1\fake_1_23091.jpg,1
2\print_1_2054.jpg,2
0\genuine_1_4872.jpg,0
1\fake_2_110080.jpg,1
1\fake_8_248136.jpg,1
0\genuine_1_16757.jpg,0
0\genuine_1_15652.jpg,0
0\genuine_1_12746.jpg,0
1\fake_1_27732.jpg,1
2\print_2_5176.jpg,2
0\genuine_4_68833.jpg,0
1\fake_2_97419.jpg,1
1\fake_3_121257.jpg,1
0\genuine_2_33304.jpg,0
0\genuine_4_77623.jpg,0
0\genuine_3_39711.jpg,0
2\print_1_621.jpg,2
2\print_2_7919.jpg,2
1\fake_4_187114.jpg,1
1\fake_1_5177.jpg,1
0\genuine_4_72503.jpg,0
2\print_2_4298.jpg,2
1\fake_3_120147.jpg,1
1\fake_7_241897.jpg,1
1\fake_3_130302.jpg,1
0\genuine_1_16910.jpg,0
0\genuine_3_52361.jpg,0
1\fake_2_66812.jpg,1
0\genuine_2_27053.jpg,0
1\fake_1_9900.jpg,1
2\print_2_7169.jpg,2
0\genuine_1_19569.jpg,0
1\fake_1_42262.jpg,1
2\print_2_5354.jpg,2
2\print_2_5664.jpg,2
2\print_1_2039.jpg,2
0\genuine_3_57505.jpg,0
0\genuine_4_63596.jpg,0
1\fake_4_182667.jpg,1
1\fake_1_23984.jpg,1
1\fake_4_227533.jpg,1
1\fake_7_241155.jpg,1
1\fake_2_113304.jpg,1
1\fake_2_68775.jpg,1
0\genuine_1_17177.jpg,0
1\fake_4_204216.jpg,1
1\fake_3_159439.jpg,1
0\genuine_1_13762.jpg,0
1\fake_1_28653.jpg,1
1\fake_2_94900.jpg,1
0\genuine_5_79964.jpg,0
2\print_1_1399.jpg,2
0\genuine_3_39669.jpg,0
1\fake_2_60032.jpg,1
0\genuine_3_58500.jpg,0
2\print_1_2840.jpg,2
0\genuine_4_70377.jpg,0
0\genuine_1_11169.jpg,0
2\print_1_1557.jpg,2
2\print_2_7389.jpg,2
1\fake_3_170362.jpg,1
1\fake_4_221362.jpg,1
0\genuine_2_30573.jpg,0
0\genuine_3_54280.jpg,0
1\fake_4_213046.jpg,1
1\fake_3_165407.jpg,1
0\genuine_3_43190.jpg,0
2\print_2_7544.jpg,2
2\print_2_6678.jpg,2
0\genuine_1_12492.jpg,0
2\print_1_2724.jpg,2
0\genuine_4_66499.jpg,0
1\fake_1_12540.jpg,1
1\fake_1_17367.jpg,1
2\print_1_1662.jpg,2
1\fake_4_205208.jpg,1
2\print_2_5372.jpg,2
0\genuine_3_55305.jpg,0
2\print_1_1792.jpg,2
2\print_2_7553.jpg,2
1\fake_3_168720.jpg,1
0\genuine_3_50804.jpg,0
2\print_2_4043.jpg,2
1\fake_3_159805.jpg,1
0\genuine_1_6807.jpg,0
0\genuine_1_12623.jpg,0
1\fake_3_132030.jpg,1
1\fake_2_82630.jpg,1
2\print_1_2142.jpg,2
2\print_2_5800.jpg,2
0\genuine_4_64010.jpg,0
1\fake_3_170815.jpg,1
1\fake_2_78412.jpg,1
0\genuine_2_23792.jpg,0
2\print_2_4677.jpg,2
1\fake_4_193003.jpg,1
1\fake_2_75654.jpg,1
0\genuine_2_23751.jpg,0
2\print_2_5546.jpg,2
2\print_1_1143.jpg,2
0\genuine_5_80749.jpg,0
1\fake_1_28522.jpg,1
2\print_2_6802.jpg,2
0\genuine_2_34433.jpg,0
1\fake_3_147088.jpg,1
1\fake_1_18132.jpg,1
2\print_1_836.jpg,2
1\fake_2_99020.jpg,1
0\genuine_2_21911.jpg,0
2\print_1_2822.jpg,2
